year,volume,url,title,pages,keywords,journal,issn,author,abstract,ENTRYTYPE,ID,number,school,publisher,isbn,booktitle,da,oa,unique-id,doc-delivery-number,journal-iso,usage-count-since-2013,usage-count-last-180-days,times-cited,number-of-cited-references,funding-text,funding-acknowledgement,orcid-numbers,researcherid-numbers,author-email,web-of-science-categories,research-areas,keywords-plus,article-number,doi,affiliation,language,type,address,month,eissn,note,series,esi-hot-paper,esi-highly-cited-paper,organization
{2011},{80},,{An experimental dynamic public goods game with carryover},{523-531},{Public Goods; Voluntary Contributions Mechanism; Dynamic; Carryover},{JOURNAL OF ECONOMIC BEHAVIOR \& ORGANIZATION},{0167-2681},"Cadigan, John and Wayland, Patrick T. and Schmitt, Pamela and Swope,
Kurtis","{We examine voluntary contributions in a two-stage public good experiment
with `carryover.' In two treatments, each subject's second-stage
endowment is determined by the return from the public good in the
first-stage. We manipulate payoffs across treatments such that, relative
to our no-carryover baseline, earnings from either Nash Equilibrium
(constant NE) play or Pareto Optimal (constant PO) play are held
constant. The remaining two treatments maintain a constant endowment in
each stage, but vary the marginal per capita return (MPCR high or MCPR
low) to contributions in the second-stage. Our results indicate that
carryover increases first-stage contributions. Our implementation of
carryover enables us to examine the effects of changing endowments and a
wide range of MPCR's. Consistent with the literature, we find that MPCR
and endowment effects are important determinants of subject
contributions to the group account. While stage 1 contributions tend to
increase in the presence of carryover, efficiency levels across both
stages fall relative to the baseline. Efficiency levels fall because the
maximum earnings possible increase with carryover (due to higher
endowments or MPCR levels in stage 2). (C) 2011 Elsevier B.V. All rights
reserved.}",article,ISI:000298463300010,{3},,{ELSEVIER SCIENCE BV},,,{2020-11-06},,{ISI:000298463300010},{867OI},{J. Econ. Behav. Organ.},{16},{0},{8},{39},,,,,"{jcadigan@gettysburg.edu
ptwayland@gmail.com
pschmitt@usna.edu
swope@usna.edu}",{Economics},{Business \& Economics},"{VOLUNTARY CONTRIBUTIONS MECHANISM; GROUP-SIZE; PROVISION; BEHAVIOR;
COOPERATION; RESOURCES; SANCTIONS; ASYMMETRY; LEVEL}",,{10.1016/j.jebo.2011.05.010},"{Cadigan, J (Corresponding Author), Gettysburg Coll, Dept Econ, 300 N Washington St, Gettysburg, PA 17325 USA.
Cadigan, John, Gettysburg Coll, Dept Econ, Gettysburg, PA 17325 USA.
Wayland, Patrick T.; Schmitt, Pamela; Swope, Kurtis, USN Acad, Dept Econ, Annapolis, MD 21402 USA.}",{English},{Article},"{PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS}",{DEC},,,,,,
{2011},{13},,{VOTING ON PUNISHMENT SYSTEMS WITHIN A HETEROGENEOUS GROUP},{661-693},,{JOURNAL OF PUBLIC ECONOMIC THEORY},{1097-3923},"Noussair, Charles N. and Tan, Fangfang","{We consider a voluntary contributions game, in which players may punish
others after contributions are made and observed. The productivity of
contributions, as captured in the marginal-per-capita return, differs
among individuals, so that there are two types: high and low
productivity. Every two or eight periods, depending on the treatment,
individuals vote on a punishment regime, in which certain individuals
are permitted, but not required, to have punishment directed toward
them. The punishment system can condition on type and contribution
history. The results indicate that the most effective regime, in terms
of contributions and earnings, is one that allows punishment of low
contributors only, regardless of productivity. Nevertheless, only a
minority of sessions converge to this system, indicating a tendency for
the voting process to lead to suboptimal institutional choice.}",article,ISI:000295228500003,{5},,{WILEY-BLACKWELL},,,{2020-11-06},,{ISI:000295228500003},{824UU},{J. Public. Econ. Theory.},{14},{0},{20},{32},,,,,"{C.N.Noussair@uvt.nl
F.Tan@uvt.nl}",{Economics},{Business \& Economics},"{VOLUNTARY CONTRIBUTIONS MECHANISM; PUBLIC GOOD GAMES; GOODS; PROVISION;
SANCTIONS; INSTITUTIONS; ENFORCEMENT; BEHAVIOR}",,{10.1111/j.1467-9779.2011.01516.x},"{Noussair, CN (Corresponding Author), Tilburg Univ, Ctr \& Dept Econ, NL-5000 LE Tilburg, Netherlands.
Noussair, Charles N.; Tan, Fangfang, Tilburg Univ, Ctr \& Dept Econ, NL-5000 LE Tilburg, Netherlands.}",{English},{Article},"{111 RIVER ST, HOBOKEN 07030-5774, NJ USA}",{OCT},,,,,,
{2011},{13},,"{ENDOGENOUS MOVE STRUCTURE AND VOLUNTARY PROVISION OF PUBLIC GOODS:
THEORY AND EXPERIMENT}",{721-754},,{JOURNAL OF PUBLIC ECONOMIC THEORY},{1097-3923},"Nosenzo, Daniele and Sefton, Martin","{In this paper, we examine voluntary contributions to a public good,
embedding Varian's (1994) voluntary contribution game in extended games
that allow players to choose the timing of their contributions. We show
that predicted outcomes are sensitive to the structure of the extended
game, and also to the extent to which players care about payoff
inequalities. We then report a laboratory experiment based on these
extended games. We find that behavior is similar in the two extended
games: subjects avoid the detrimental move order of Varian's model,
where a person with a high value of the public good commits to a low
contribution, and instead players tend to delay contributions. These
results suggest that commitment opportunities may be less damaging to
public good provision than previously thought.}",article,ISI:000295228500005,{5},,{WILEY-BLACKWELL},,,{2020-11-06},,{ISI:000295228500005},{824UU},{J. Public. Econ. Theory.},{15},{0},{10},{35},,,"{Nosenzo, Daniele/0000-0002-0831-5408
Sefton, Martin/0000-0002-1327-7311}",,"{daniele.nosenzo@nottingham.ac.uk
martin.sefton@nottingham.ac.uk}",{Economics},{Business \& Economics},{PRICE LEADERSHIP; DUOPOLY MARKETS; INFORMATION; OLIGOPOLY},,{10.1111/j.1467-9779.2011.01518.x},"{Nosenzo, D (Corresponding Author), Univ Nottingham, Sch Econ, Univ Pk, Nottingham NG7 2RD, England.
Nosenzo, Daniele; Sefton, Martin, Univ Nottingham, Sch Econ, Nottingham NG7 2RD, England.}",{English},{Article},"{111 RIVER ST, HOBOKEN 07030-5774, NJ USA}",{OCT},,,,,,
{2011},{71},,"{Words versus actions as a means to influence cooperation in social
dilemma situations}",{473-502},"{Non-binding announcement; Binding commitment; Voluntary contribution
game; Cheap talk}",{THEORY AND DECISION},{0040-5833},"Pogrebna, Ganna and Krantz, David H. and Schade, Christian and Keser,
Claudia","{We use a sequential voluntary contribution game to compare the relative
impact of a first-mover's non-binding announcement versus binding
commitment on cooperation. We find that a non-binding announcement and a
binding commitment increase individual contributions to a similar
extent. Since announced contributions systematically exceed commitments,
in sessions with a non-binding announcement, second-movers tend to
contribute more to the group activity than in sessions with a binding
commitment. Yet, second-movers appear to be more motivated towards
achieving a social optimum when the first-mover uses commitment. We also
find that a non-binding announcement has a higher impact on individual
propensity to cooperate than the ex post contribution of the
first-mover. However, the failure to make announced contributions
decreases cooperation even though the first-mover is reassigned in every
period.}",article,ISI:000295169100003,{4},,{SPRINGER},,,{2020-11-06},,{ISI:000295169100003},{823ZW},{Theory Decis.},{8},{0},{13},{40},,,,,{G.Pogrebna@warwick.ac.uk},"{Economics; Social Sciences, Mathematical Methods}",{Business \& Economics; Mathematical Methods In Social Sciences},"{CHEAP TALK; COMMUNICATION; COORDINATION; BEHAVIOR; LEADERSHIP; EXAMPLE;
GAMES}",,{10.1007/s11238-011-9248-5},"{Pogrebna, G (Corresponding Author), Univ Warwick, Dept Econ, Gibbet Hill Rd, Coventry CV4 7AL, W Midlands, England.
Pogrebna, Ganna, Univ Warwick, Dept Econ, Coventry CV4 7AL, W Midlands, England.
Krantz, David H., Columbia Univ, Dept Psychol, New York, NY 10027 USA.
Schade, Christian, Humboldt Univ, Inst Entrepreneurial Studies \& Innovat Management, Sch Business \& Econ, D-10178 Berlin, Germany.
Keser, Claudia, Univ Gottingen, Fac Econ Sci, D-37073 Gottingen, Germany.}",{English},{Article},"{VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS}",{OCT},{1573-7187},,,,,
{2011},{95},,{Public goods and voting on formal sanction schemes},{1213-1222},"{Public good; Voluntary contribution; Formal sanction; Experiment;
Penalty; Voting}",{JOURNAL OF PUBLIC ECONOMICS},{0047-2727},"Putterman, Louis and Tyran, Jean-Robert and Kamei, Kenju","{The burgeoning literature on the use of sanctions to support the
provision of public goods has largely neglected the use of formal or
centralized sanctions. We let subjects playing a linear public goods
game vote on the parameters of a formal sanction scheme capable of
either resolving or exacerbating the free-rider problem, depending on
parameter settings. Most groups quickly learned to choose parameters
inducing efficient outcomes. We find that cooperative orientation,
political attitude, gender and intelligence have a small but sometimes
significant influence on voting. (C) 2011 Elsevier B.V. All rights
reserved.}",article,ISI:000294512000017,"{9-10, SI}",,{ELSEVIER SCIENCE SA},,,{2020-11-06},,{ISI:000294512000017},{815FR},{J. Public Econ.},{25},{0},{66},{40},,,"{Tyran, Jean-Robert/0000-0002-2958-667X}","{Tyran, Jean-Robert/C-5736-2017}",{Louis\_Putterman@Brown.Edu},{Economics},{Business \& Economics},{TAX COMPLIANCE; PUNISHMENT; PROVISION; MECHANISM},,{10.1016/j.jpubeco.2011.05.001},"{Putterman, L (Corresponding Author), Brown Univ, Dept Econ, Box B,64 Waterman St, Providence, RI 02912 USA.
Putterman, Louis; Kamei, Kenju, Brown Univ, Dept Econ, Providence, RI 02912 USA.
Tyran, Jean-Robert, Univ Vienna, Dept Econ, A-1010 Vienna, Austria.
Tyran, Jean-Robert, Univ Copenhagen, Dept Econ, DK-1353 Copenhagen K, Denmark.}",{English},{Article; Proceedings Paper},"{PO BOX 564, 1001 LAUSANNE, SWITZERLAND}",{OCT},,"{Conference on the Role of Firms in Tax Systems, Univ Michigan, Ann
Arbor, MI, APR 17-18, 2009}",,,,"{Stephen M. Ross Sch Business, Off Tax Policy Res}"
{2011},{20},,"{THRESHOLD EFFECTIVENESS IN CONTRIBUTING TO THE PUBLIC GOODS: EXPERIMENTS
INVOLVING CZECH STUDENTS}",{250-267},"{experimental economics; public goods; threshold; game theory; charitable
giving}",{PRAGUE ECONOMIC PAPERS},{1210-0455},"Spalek, Jiri and Berna, Zuzana","{Voluntary contribution mechanism to public goods is one of the
traditional types of economic experiments. The article summarizes the
results of series of experiments that have been conducted with several
groups of Czech university students. Using the threshold mechanism the
impact of several factors (experience, communication and the form of
experiment) on voluntary contribution to public goods is tested. The
results confirm, to a great extent, findings published by foreign
studies. The results show that Czech students also do not behave
consistently with the traditional economic public goods model, i.e. they
cooperate voluntarily in situations that favour free riding. Threshold
is a traditional part of (mostly American) charitable collections and
can be regarded as one of the most successful modifications of the
voluntary contribution mechanism to public good. Experiments involving
Czech students indicate that such technique can be successful even in
Czech non-profit sector.}",article,ISI:000296313900004,{3},,{UNIV ECONOMICS-PRAGUE},,,{2020-11-06},{Other Gold},{ISI:000296313900004},{838TA},{Prague Econ. Pap.},{22},{0},{4},{28},,,"{Spalek, Jiri/0000-0001-5832-4946
Spackova, Zuzana/0000-0001-8349-5106}","{Spalek, Jiri/J-9210-2012
Spackova, Zuzana/C-5005-2015
}",,{Economics},{Business \& Economics},{FREE-RIDER PROBLEM; PRIVATE PROVISION; COOPERATION; EFFICIENT},,{10.18267/j.pep.399},"{Spalek, J (Corresponding Author), Masaryk Univ, Fac Econ \& Adm, CS-60177 Brno, Czech Republic.
Spalek, Jiri; Berna, Zuzana, Masaryk Univ, Fac Econ \& Adm, CS-60177 Brno, Czech Republic.}",{English},{Article},"{OECONOMICA PUBL, NAM W CHIRCHILLA 4, PRAGUE 3, CZ-130 67, CZECH REPUBLIC}",{SEP},{2336-730X},,,,,
{2011},{73},,"{Network architecture, salience and coordination}",{76-90},"{Experiment; Monotone games; Networks; Coordination; Strategic
commitment; Strategic delay}",{GAMES AND ECONOMIC BEHAVIOR},{0899-8256},"Choi, Syngjoo and Gale, Douglas and Kariv, Shachar and Palfrey, Thomas","{This paper reports the results of an experimental investigation of
dynamic games in net works. In each period, the subjects simultaneously
choose whether or not to make, irreversible contribution to the
provision of an indivisible public good. Subjects observe the past
actions of other subjects if and only if they are connected by the
network. NE works may be incomplete so subjects are asymmetrically
informed about the actions other subjects in the same network, which is
typically an obstacle to the attainment of efficient outcome. For all
networks, the game has a large set of (possibly inefficient) equilibrium
outcomes. Nonetheless, the network architecture makes certain strategies
salie and this in turn facilitates coordination on efficient outcomes.
In particular, asymmetric in the network architecture encourage two
salient behaviors, strategic delay and strategic commitment. By
contrast, we find that symmetries in the network architecture can lead
mis-coordination and inefficient outcomes. (C) 2011 Elsevier Inc. All
rights reserved.}",article,ISI:000294579800006,{1},,{ACADEMIC PRESS INC ELSEVIER SCIENCE},,,{2020-11-06},,{ISI:000294579800006},{816DV},{Games Econ. Behav.},{15},{0},{9},{24},,,"{Gale, Douglas/0000-0003-1099-7732
Choi, Syngjoo/0000-0003-4006-0377}",,"{syngjoo.choi@ucl.ac.uk
douglas.gale@nyu.edu
kariv@berkeley.edu
trp@hss.caltech.edu}",{Economics},{Business \& Economics},{DYNAMIC VOLUNTARY CONTRIBUTION; MONOTONE GAMES; EQUILIBRIA},,{10.1016/j.geb.2011.01.001},"{Kariv, S (Corresponding Author), Univ Calif Berkeley, Berkeley, CA 94720 USA.
Kariv, Shachar, Univ Calif Berkeley, Berkeley, CA 94720 USA.
Choi, Syngjoo, UCL, London WC1E 6BT, England.
Gale, Douglas, NYU, New York, NY 10003 USA.
Palfrey, Thomas, CALTECH, Pasadena, CA 91125 USA.}",{English},{Article},"{525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA}",{SEP},,,,,,
{2011},{9},,"{MONITORING IN TEAMS: USING LABORATORY EXPERIMENTS TO STUDY A THEORY OF
THE FIRM}",{785-816},,{JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION},{1542-4766},"Grosse, Stefan and Putterman, Louis and Rockenbach, Bettina","{Alchian and Demsetz's influential explanation of the classical business
firm (The American Economic Review, 1972, 62, 777-795) argues that there
is need for a concentrated residual claim in the hands of a central
agent, to motivate the monitoring of workers. We model monitoring as a
way to transform team production from a collective action dilemma with
strong free riding incentives to a productivity-enhancing opportunity
with strong private marginal incentives to contribute effort. In an
experiment, we have subjects experience team production without
monitoring, team production with a central monitor, and team production
with peer monitoring. Then subjects vote on whether to employ the
central monitor, who gets to keep a fixed share of the team output, or
to rely on peer monitoring, which entails a coordination or free riding
problem. Our subjects usually prefer peer monitoring but they switch to
the specialist when unable to successfully self-monitor. We provide
evidence for situations in which team members resist the appointing of a
central monitor and succeed in overcoming coordination and free riding
problems as well as for a situation in which an Alchian-Demsetz-like
firm grows in the laboratory.}",article,ISI:000293238400007,{4},,{WILEY-BLACKWELL},,,{2020-11-06},,{ISI:000293238400007},{798UT},{J. Eur. Econ. Assoc.},{24},{0},{16},{46},,,"{Rockenbach, Bettina/0000-0003-2624-1964}","{Rockenbach, Bettina/B-5447-2016}","{stefan.grosse@googlemail.com
Louis\_Putterman@brown.edu
rockenbach@wiso.uni-koeln.de}",{Economics},{Business \& Economics},"{DYNAMIC VOLUNTARY CONTRIBUTION; PUBLIC-GOODS EXPERIMENTS; MORAL HAZARD;
PARTICIPATION; PRODUCTIVITY; RECIPROCITY; COMPENSATION; COOPERATIVES;
INCENTIVES}",,{10.1111/j.1542-4774.2011.01026.x},"{Grosse, S (Corresponding Author), Univ Erfurt, Erfurt, Germany.
Grosse, Stefan, Univ Erfurt, Erfurt, Germany.
Putterman, Louis, Brown Univ, Providence, RI 02912 USA.
Rockenbach, Bettina, Univ Cologne, D-5000 Cologne 41, Germany.}",{English},{Article},"{111 RIVER ST, HOBOKEN 07030-5774, NJ USA}",{AUG},,,,,,
{2011},{95},,{Cooperation over finite horizons: A theory and experiments},{500-512},{Public goods; Restart effect},{JOURNAL OF PUBLIC ECONOMICS},{0047-2727},"Ambrus, Attila and Pathak, Parag A.","{This paper shows that the presence of different types of players - those
who only care about their own material payoffs and those who reciprocate
others' contributions - can explain the robust features of observed
contribution patterns in public good contribution games, even without
the presence of asymmetric information. We show what conditions on
reciprocity are sufficient for a unique perfect equilibrium, in which
contributions are decreasing. Under these conditions, selfish players
have enough future benefits to induce subsequent contributions by
reciprocal players, and this incentive diminishes as the end of the game
approaches. The model explains the puzzling restart effect and is
consistent with various other empirical findings. We also report the
results of a series of experiments, using a probabilistic continuation
design in which after each set of 10-period games, the group is
restarted with low probability. We find specific support for the theory
in our data, including that selfish players (identified exogenously)
stop contributing earlier than reciprocal players, as directly implied
by the model. (C) 2010 Elsevier B.V. All rights reserved.}",article,ISI:000291289800004,{7-8},,{ELSEVIER SCIENCE SA},,,{2020-11-06},,{ISI:000291289800004},{773EM},{J. Public Econ.},{25},{1},{29},{56},,,,,{ppathak@mit.edu},{Economics},{Business \& Economics},"{PUBLIC-GOODS EXPERIMENTS; VOLUNTARY CONTRIBUTIONS; SOCIAL PREFERENCES;
REPEATED GAMES; RECIPROCITY; ALTRUISM; BEHAVIOR}",,{10.1016/j.jpubeco.2010.11.016},"{Pathak, PA (Corresponding Author), Harvard Univ, Soc Fellows, Cambridge, MA 02138 USA.
Pathak, Parag A., Harvard Univ, Soc Fellows, Cambridge, MA 02138 USA.
Ambrus, Attila, Harvard Univ, Dept Econ, Cambridge, MA 02138 USA.
Pathak, Parag A., MIT, Cambridge, MA 02139 USA.}",{English},{Article},"{PO BOX 564, 1001 LAUSANNE, SWITZERLAND}",{AUG},,,,,,
{2011},{63},,{Competition for status acquisition in public good games},{549-567},{C7; H41},{OXFORD ECONOMIC PAPERS-NEW SERIES},{0030-7653},"Munoz-Garcia, Felix","{This paper examines the role of status acquisition as a motive for
giving in voluntary contributions to public goods. In particular, every
donor's status is given by the difference between his contribution and
that of the other donor. Specifically, I show that contributors give
more than in standard models where status is not considered, their
donation is increasing in the value they assign to status and, under
certain conditions, in the value that their opponents assign to status
(reflecting donors' competition to gain social status). Furthermore, I
consider contributors' equilibrium strategies both in simultaneous and
sequential contribution mechanisms. Then, I compare total contributions
in both of these mechanisms. I find that the simultaneous contribution
order generates higher total contributions than the sequential mechanism
only when donors are sufficiently homogeneous in the value they assign
to status. Otherwise, the sequential mechanism generates the highest
contributions.}",article,ISI:000291752100006,{3},,{OXFORD UNIV PRESS},,,{2020-11-06},,{ISI:000291752100006},{779BC},{Oxf. Econ. Pap.-New Ser.},{12},{0},{5},{17},,,"{Munoz-Garcia, Felix/0000-0001-6727-3618}",,{fmunoz@wsu.edu},{Economics},{Business \& Economics},{FIELD EXPERIMENT; SOCIAL COMPARISONS; DONATIONS; BEHAVIOR},,{10.1093/oep/gpr007},"{Munoz-Garcia, F (Corresponding Author), Washington State Univ, Sch Econ Sci, Pullman, WA 99164 USA.
Washington State Univ, Sch Econ Sci, Pullman, WA 99164 USA.}",{English},{Article},"{GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND}",{JUL},,,,,,
{2011},{16},,"{Collective action for watershed management: field experiments in
Colombia and Kenya}",{275-303},,{ENVIRONMENT AND DEVELOPMENT ECONOMICS},{1355-770X},"Camilo Cardenas, Juan and Angela Rodriguez, Luz and Johnson, Nancy","{The collective action problem around water use and management involves
solving both the problems of provision and appropriation. Cooperation in
the provision can be affected by the rival nature of appropriation and
the asymmetries in access. We report the results of two field
experiments conducted in Colombia and Kenya. The irrigation game was
used to explore the provision and appropriation decisions under
asymmetric or sequential appropriation, complemented by a voluntary
contribution mechanism experiment which looks at provision decisions
under symmetric appropriation. The overall results were consistent with
the patterns of previous studies: the zero contribution hypotheses is
rejected whereas the most effective institution to increase cooperation
was face-to-face communication, although we find that communication
works much more effectively in Colombia than in Kenya. We also find that
the asymmetric appropriation did reduce cooperation, though the
magnitude of the social loss and the effectiveness of alternative
institutional options varied across sites.}",article,ISI:000291113600003,"{3, SI}",,{CAMBRIDGE UNIV PRESS},,,{2020-11-06},{Green Published},{ISI:000291113600003},{770UI},{Environ. Dev. Econ.},{16},{0},{26},{32},,,"{cardenas, juan-camilo/0000-0003-0005-7595}","{cardenas, juan-camilo/B-4658-2009}",{jccarden@uniandes.edu.co},{Economics; Environmental Studies},{Business \& Economics; Environmental Sciences \& Ecology},{COOPERATION; IRRIGATION; COMMONS},,{10.1017/S1355770X10000392},"{Cardenas, JC (Corresponding Author), Univ Los Andes, Calle 19A 1-37 Este,Bloque W,W-803, Bogota, Colombia.
Camilo Cardenas, Juan, Univ Los Andes, Bogota, Colombia.
Angela Rodriguez, Luz, Inst Alexander von Humboldt, Bogota, Colombia.
Johnson, Nancy, ILRI, Nairobi, Kenya.}",{English},{Article},"{32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA}",{JUN},{1469-4395},,,,,
{2011},{95},,{Seeds to succeed? Sequential giving to public projects},{416-427},"{Fundraising; Seed money; Sequential giving; Charitable giving;
Coordination; Public goods}",{JOURNAL OF PUBLIC ECONOMICS},{0047-2727},"Bracha, Anat and Menietti, Michael and Vesterlund, Lise","{The public phase of a capital campaign is typically launched with the
announcement of a large seed donation. Andreoni (1998) argues that such
a fundraising strategy may be particularly effective when funds are
being raised for projects that have fixed production costs. The reason
is that when there are fixed costs of production simultaneous giving may
result in both positive and zero provision equilibria. Thus absent
announcements donors may get stuck in an equilibrium that fails to
provide a desirable public project Andreoni (1998) demonstrates that
such inferior outcomes can be eliminated when the fundraiser initially
secures a sufficiently large seed donation. We investigate this model
experimentally to determine whether announcements of seed money
eliminate the inefficiencies that may result under fixed costs and
simultaneous provision. To assess the strength of the theory we examine
the effect of announcements in both the presence and absence of fixed
costs. Our findings are supportive of the theory for sufficiently high
fixed costs. (C) 2010 Elsevier B.V. All rights reserved.}",article,ISI:000290739400009,"{5-6, SI}",,{ELSEVIER SCIENCE SA},,,{2020-11-06},,{ISI:000290739400009},{765WF},{J. Public Econ.},{13},{0},{19},{34},,,,,,{Economics},{Business \& Economics},{VOLUNTARY CONTRIBUTIONS; GOODS; BEHAVIOR; PROVISION; REFUNDS},,{10.1016/j.jpubeco.2010.10.007},"{Vesterlund, L (Corresponding Author), Univ Pittsburgh, Pittsburgh, PA 15260 USA.
Menietti, Michael; Vesterlund, Lise, Univ Pittsburgh, Pittsburgh, PA 15260 USA.
Bracha, Anat, Fed Reserve Bank Boston, Boston, MA USA.}",{English},{Article; Proceedings Paper},"{PO BOX 564, 1001 LAUSANNE, SWITZERLAND}",{JUN},,"{Workshop on Philanthropy, Middlebury Coll, Middlebury, VT, APR 24-26,
2009}",,,,
{2011},{70},,"{Cooperation and framing effects in provision point mechanisms:
Experimental evidence}",{1200-1210},{Public goods experiment; Provision point; Framing effects},{ECOLOGICAL ECONOMICS},{0921-8009},"Bougherara, Douadia and Denant-Boemont, Laurent and Masclet, David","{Andreoni (1995) showed that pure framing effects may influence
contribution in Voluntary Contribution Mechanisms (VCM) by comparing a
standard public goods game, called the positive frame condition (giving
to the public good), with a negative frame condition (taking from the
public good) where the subjects' choice to purchase a private good makes
the other subjects worse off. This paper aims at testing the robustness
of such framing effects in the context of Provision Point Mechanisms
(PPM). Our approach is original in that it combines both framing and
provision point dimensions by comparing maintaining (taking from the
public good) and creating (giving to the public good) contexts using
Provision Point experiments. Consistent with previous findings, we find
that individuals tend to be less cooperative in the maintaining frame
than in the creating frame. Our results also show that the framing
effects are stronger under a PPM than under a VCM and increase with the
provision point level. These results may have important consequences for
the management of environmental resources. (C) 2011 Elsevier B.V. All
rights reserved.}",article,ISI:000290192700020,{6},,{ELSEVIER SCIENCE BV},,,{2020-11-06},,{ISI:000290192700020},{758UO},{Ecol. Econ.},{24},{0},{5},{39},"{We thank Tim Cason and the participants in the seminars at the 2007
French Meetings of Experimental Economics in Lyon and at the AFSE
Meeting in Paris, France for their helpful remarks on a preliminary
version of the article. The authors thank Elven Priour for the
programming and organization of the sessions. Financial support from the
Agence Nationale de la Recherche (ANR-08-JCJC-0105-01, ``CONFLICT{''}
project) is gratefully acknowledged.}","{Agence Nationale de la RechercheFrench National Research Agency (ANR)
{[}ANR-08-JCJC-0105-01]}","{BOUGHERARA, Douadia/0000-0001-9976-8543
Denant-Boemont, Laurent/0000-0001-8783-1250}","{BOUGHERARA, Douadia/AAF-8227-2020
}","{douadia.bougherara@rennes.inra.fr
laurent.denant-boemont@univ-rennes1.fr
david.masclet@univ-rennes1.fr}",{Ecology; Economics; Environmental Sciences; Environmental Studies},{Environmental Sciences \& Ecology; Business \& Economics},"{THRESHOLD PUBLIC GOOD; VOLUNTARY CONTRIBUTIONS; COLD-PRICKLE; WARM-GLOW;
GOODS; DECISION; BEHAVIOR; TESTS; FIELD; GAMES}",,{10.1016/j.ecolecon.2011.01.023},"{Bougherara, D (Corresponding Author), INRA, ESR, 4 Allee Bobierre,CS61103, F-35011 Rennes, France.
Bougherara, Douadia, INRA, SMART UMR1302, F-35000 Rennes, France.
Denant-Boemont, Laurent; Masclet, David, Univ Rennes 1, Dept Econ, Rennes, France.
Masclet, David, CIRANO, Montreal, PQ H3A 2A5, Canada.}",{English},{Article},"{PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS}",{APR 15},,,,,,
{2011},{49},,{THE MORAL COSTS OF NASTINESS},{631-633},,{ECONOMIC INQUIRY},{0095-2583},"Abbink, Klaus and Herrmann, Benedikt","{We introduce two variants of the one-shot joy-of-destruction minigame
(mini-JOD). Two players are endowed with the same amount of money. They
simultaneously decide whether or not to reduce the other player's payoff
at an own cost. In one treatment there was a probability that nature
would destroy the opponent's money anyway. We test whether this feature
reduces the moral costs of nastiness, and find that destruction rates
rise significantly, despite the absence of strategic reasons. (JEL C72,
C91, D03).}",article,ISI:000288559900021,{2},,{WILEY-BLACKWELL},,,{2020-11-06},,{ISI:000288559900021},{737HN},{Econ. Inq.},{17},{0},{59},{12},,,"{Abbink, Klaus/0000-0003-4436-604X}",,"{k.abbink@uea.ac.uk
benedikt.herrmann@gmail.com}",{Economics},{Business \& Economics},{VOLUNTARY CONTRIBUTION MECHANISM; SPITE DILEMMA; RECIPROCITY; PUNISHMENT},,{10.1111/j.1465-7295.2010.00309.x},"{Abbink, K (Corresponding Author), Univ E Anglia, CBESS, Norwich NR4 7TJ, Norfolk, England.
Abbink, Klaus, Univ E Anglia, CBESS, Norwich NR4 7TJ, Norfolk, England.
Herrmann, Benedikt, Univ Nottingham, CeDEx, Sch Econ, Nottingham NG7 2RD, England.}",{English},{Article},"{COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA}",{APR},,,,,,
{2011},{77},,{On Delays in Project Completion with Cost Reduction: An Experiment},{557-584},,{SOUTHERN ECONOMIC JOURNAL},{0038-4038},"Sarkar, Shubhro and Kwasnica, Anthony M.","{We examine the voluntary provision of a public project via binary
contributions when contributions may be made over multiple periods. In
many situations, early contributors are likely to pay a higher cost than
those who wait. We show that in such circumstances the provision of the
project always involves delay. Because this game involves coordination
on complex, dynamic strategies in the face of asymmetries in payoffs, we
examine behavior in the laboratory.}",article,ISI:000287542300003,{3},,{UNIV NORTH CAROLINA},,,{2020-11-06},,{ISI:000287542300003},{723YC},{South. Econ. J.},{6},{0},{0},{18},,,,,"{shubhro@igidr.ac.in
kwasnica@psu.edu}",{Economics},{Business \& Economics},"{DYNAMIC VOLUNTARY CONTRIBUTION; PUBLIC-GOODS; INCOMPLETE INFORMATION;
PROVISION; PARTICIPATION; COORDINATION; GAMES}",,{10.4284/sej.2011.77.3.557},"{Sarkar, S (Corresponding Author), Indira Gandhi Inst Dev Res, Gen AK Vaidya Marg, Mumbai 400065, Maharashtra, India.
Sarkar, Shubhro, Indira Gandhi Inst Dev Res, Mumbai 400065, Maharashtra, India.
Kwasnica, Anthony M., Penn State Univ, Smeal Coll Business Adm, University Pk, PA 16802 USA.}",{English},{Article},"{SOUTHERN ECONOMIC JOURNAL, CHAPEL HILL, NC 27514 USA}",{JAN},,,,,,
